nombre,url,gif_url,tipo_ejercicio,grupo_muscular,musculos_involucrados,equipamiento,dificultad_actual,dificultad_maxima,instrucciones
Pájaros Aislados con Mancuerna,https://fitcron.com/exercise/pajaros-aislados-con-mancuerna-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03451301-Dumbbell-Lying-One-Arm-Rear-Lateral-Raise_shoulder_720.gif,Fuerza,Hombro,"Trapecio, Deltoides","Banco Plano, Mancuernas",2,3,"[""Tumbado hacia abajo en un banco plano, coge una mancuerna con una mano y usa la otra para estabilizarte."",""Con el codo levemente flexionado, levanta simultáneamente el peso lateralmente."",""Debes tratar que tanto el codo como la palma de la mano vayan alineados, sin meter ningún tipo de tirón."",""El codo no deben subir más que la muñeca, de lo contrario estaremos haciendo mal el movimiento (ocurre algo parecido a las elevaciones laterales con mancuerna)."",""Por último, vuelve a la posición de inicio, siguiendo el mismo recorrido que tomamos al hacer el ascenso, evitando dejar caer el peso de golpe.""]"
Pájaros Aislados en Polea,https://fitcron.com/exercise/pajaros-aislados-en-polea-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/39121301-Cable-Bent-Over-One-Arm-Lateral-Raise_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Polea,2,3,"[""De pie al lado de la polea con las piernas ligeramente separadas y semiflexionadas, inclina el cuerpo hacia delante y coge la polea con la.mano más lejana."",""A continuación con el codo levemente flexionado, levanta el peso lateralmente."",""Debes tratar que tanto el codo como la palma de la mano vayan alineados, sin meter ningún tipo de tirón."",""Los codos no deben subir más que las muñecas, de lo contrario estaremos haciendo mal el movimiento (ocurre algo parecido a las elevaciones laterales con mancuerna)."",""Por último, vuelve a la posición de inicio, siguiendo el mismo recorrido que tomamos al hacer el ascenso, evitando dejar caer el peso de golpe.""]"
Pájaros de pie con Bandas,https://fitcron.com/exercise/pajaros-de-pie-con-bandas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/39711301-Band-bent-over-rear-lateral-raise-male_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Bandas,2,3,"[""De pie con las piernas ligeramente separadas y semiflexionadas, inclina el cuerpo hacia delante y coge un extremo de las bandas (del lado opuesto) con cada mano con las palmas enfrentadas."",""A continuación, junta ambas manos y con los codos levemente flexionados, levanta simultáneamente el peso lateralmente."",""Debes tratar que tanto los codos como la palma de la mano vayan alineados, sin meter ningún tipo de tirón."",""Los codos no deben subir más que las muñecas, de lo contrario estaremos haciendo mal el movimiento (ocurre algo parecido a las elevaciones laterales con mancuerna)."",""Por último, vuelve a la posición de inicio, siguiendo el mismo recorrido que tomamos al hacer el ascenso, evitando dejar caer el peso de golpe.""]"
Pájaros de pie con Mancuernas,https://fitcron.com/exercise/pajaros-de-pie-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03801301-Dumbbell-Rear-Lateral-Raise_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""De pie con las piernas ligeramente separadas y semiflexionadas, inclina el cuerpo hacia delante y coge una mancuerna con cada mano con las palmas enfrentadas."",""A continuación, junta ambas mancuernas y con los codos levemente flexionados, levanta simultáneamente el peso lateralmente."",""Debes tratar que tanto los codos como la palma de la mano vayan alineados, sin meter ningún tipo de tirón."",""Los codos no deben subir más que las muñecas, de lo contrario estaremos haciendo mal el movimiento (ocurre algo parecido a las elevaciones laterales con mancuerna)."",""Por último, vuelve a la posición de inicio, siguiendo el mismo recorrido que tomamos al hacer el ascenso, evitando dejar caer el peso de golpe.""]"
Pájaros sentado con Mancuernas,https://fitcron.com/exercise/pajaros-sentado-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/03781301-Dumbbell-Rear-Fly_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""Sentado inclina el cuerpo hacia delante y coge una mancuerna con cada mano con las palmas enfrentadas, a ambos lados del cuerpo."",""Con los codos levemente flexionados, levanta simultáneamente el peso lateralmente."",""Debes tratar que tanto los codos como la palma de la mano vayan alineados, sin meter ningún tipo de tirón."",""Los codos no deben subir más que las muñecas, de lo contrario estaremos haciendo mal el movimiento (ocurre algo parecido a las elevaciones laterales con mancuerna)."",""Por último, vuelve a la posición de inicio, siguiendo el mismo recorrido que tomamos al hacer el ascenso, evitando dejar caer el peso de golpe.""]"
Paso lateral con Banda,https://fitcron.com/exercise/paso-lateral-con-banda-cardio/,https://fitcron.com/wp-content/uploads/2021/03/29261301-X-Band-Side-Walk_Cardio_720.gif,Cardio,Todos,,Bandas,2,3,"[""Pisa la banda elástica con los pies y colócalos a anchura de las caderas."",""Cruza la banda y tira fuerte de ella haciendo una retracción escapular llevando los codos atrás."",""Flexiona un poco las piernas cargando la mayor parte del peso en los glúteos."",""Desde esa posición da un paso lateral haciendo una abducción de cadera contrayendo fuerte el glúteo medio."",""Vuelve despacio con el otro pie a la posición inicial, es decir, que los pies vuelvan a estar a anchura de las caderas (no los juntes).""]"
Patadas altas,https://fitcron.com/exercise/patadas-altas-cardio/,https://fitcron.com/wp-content/uploads/2021/03/36381301-Push-to-Run_Cardio_720.gif,Cardio,Todos,,Ninguno,2,3,"[""Sube una pierna flexionada a 90º de forma que la rodilla quede sobre la cadera y después extiéndela completamente."",""Desciende y haz lo mismo con la otra pierna.""]"
Patadas Traseras Alternas con Mancuernas,https://fitcron.com/exercise/patadas-traseras-alternas-con-mancuernas-triceps/,https://fitcron.com/wp-content/uploads/2021/04/17301301-Dumbbell-Seated-Bent-Over-Alternate-Kickback_Upper-Arms_720.gif,Fuerza,Tríceps,"Tríceps, Antebrazo",Mancuernas,2,3,"[""Sentados, cogemos una mancuerna con cada mano."",""Las palmas deben estar enfocadas hacia el cuerpo."",""Inclinamos el cuerpo hacia delante de forma que quede casi paralelo al suelo."",""Los brazos, cerca del cuerpo y también paralelos al suelo."",""Debemos de formar un ángulo recto entre el antebrazo y la parte superior del brazo."",""Empieza el movimiento inspirando y utilizando el tríceps para levantar la mancuerna hasta que los brazos queden completamente extendidos."",""Céntrate en mover los antebrazos."",""Luego, párate un poco antes de descender, expulsa el aire y empieza a bajar la mancuerna hacia la posición inicial de forma controlada.""]"
Patadas Traseras con Mancuernas,https://fitcron.com/exercise/patadas-traseras-con-mancuernas-triceps/,https://fitcron.com/wp-content/uploads/2021/04/03331301-Dumbbell-Kickback_Upper-Arms_720.gif,Fuerza,Tríceps,"Tríceps, Antebrazo",Mancuernas,1,3,"[""De pie, cogemos una mancuerna con una mano."",""La palma debe estar enfocada hacia el cuerpo."",""Inclinamos el cuerpo hacia delante de forma que quede casi paralelo al suelo."",""Podemos apoyar sobre un banco la rodilla y el brazo opuestos al lado que vamos a trabajar."",""El brazo debe estar cerca del cuerpo y también paralelo al suelo."",""Debemos de formar un ángulo recto entre el antebrazo y la parte superior del brazo."",""Empieza el movimiento inspirando y utilizando el tríceps para levantar la mancuerna hasta que el brazo quede completamente extendido."",""Céntrate en mover el antebrazo."",""Luego, párate un poco antes de descender, expulsa el aire y empieza a bajar la mancuerna hacia la posición inicial de forma controlada.""]"
Patadas Traseras en Polea,https://fitcron.com/exercise/patadas-traseras-en-polea-triceps/,https://fitcron.com/wp-content/uploads/2021/04/08601301-Cable-kickback_Upper-arms_720.gif,Fuerza,Tríceps,"Tríceps, Antebrazo",Polea,2,3,"[""De pie de cara a la polea, coge la barra con una mano en supinación (palma hacia arriba)."",""Inclina el cuerpo hacia delante."",""Podemos apoyar sobre un banco la rodilla y el brazo opuestos al lado que vamos a trabajar."",""El brazo debe estar cerca del cuerpo y paralelo al suelo."",""Empieza el movimiento inspirando y utilizando el tríceps para levantar la mancuerna hasta que el brazo quede completamente extendido."",""Céntrate en mover el antebrazo."",""Luego, párate un poco antes de descender, expulsa el aire y empieza a bajar la mano hacia la posición inicial de forma controlada.""]"
Peso Muerto a una pierna con Barra,https://fitcron.com/exercise/peso-muerto-a-una-pierna-con-barra-pierna/,https://fitcron.com/wp-content/uploads/2021/04/17561301-Barbell-Single-Leg-Deadlift_Hips_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Barra Larga,3,3,"[""De pie con la espalda recta, sujeta la barra con las manos en pronación (palmas hacia atrás) a la anchura de los hombros, activando ligeramente las escápulas y con el pecho fuera."",""Levanta una pierna del suelo flexionando ligeramente hacia atrás."",""Flexiona la rodilla de apoyo de 15º a 20º, empujando la cadera hacia atrás y estirando la pierna no apoyada hacia atrás de forma que quede paralela al suelo, mientras inclinas el cuerpo hacia delante quedando también paralelo al suelo."",""Comienza a extender la cadera a medida que la barra asciende y vuelve en la posición inicial, contrayendo glúteos y activando ligeramente las escápulas con el pecho bien arriba y la posición anatómica natural de toda la columna.""]"
Peso Muerto a una pierna con Mancuernas,https://fitcron.com/exercise/peso-muerto-a-una-pierna-con-mancuernas-pierna/,https://fitcron.com/wp-content/uploads/2021/04/17571301-Dumbbell-Single-Leg-Deadlift_Hips_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Mancuernas,3,3,"[""De pie con la espalda recta, sujeta las mancuernas por delante del cuerpo con las palmas hacia atrás, activando ligeramente las escápulas y con el pecho fuera."",""Levanta una pierna del suelo flexionando ligeramente hacia atrás."",""Flexiona la rodilla de apoyo de 15º a 20º, empujando la cadera hacia atrás y estirando la pierna no apoyada hacia atrás de forma que quede paralela al suelo, mientras inclinas el cuerpo hacia delante quedando también paralelo al suelo."",""Comienza a extender la cadera a medida que las mancuernas ascienden y vuelve en la posición inicial, contrayendo glúteos y activando ligeramente las escápulas con el pecho bien arriba y la posición anatómica natural de toda la columna.""]"
Peso Muerto Abierto con Mancuerna,https://fitcron.com/exercise/peso-muerto-abierto-con-mancuerna-pierna/,https://fitcron.com/wp-content/uploads/2021/04/28071301-Dumbbell-Sumo-Pull-Through_Hips_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Mancuernas,2,3,"[""De pie con la espalda recta, sujeta una mancuerna por delante del cuerpo, activando ligeramente las escápulas y con el pecho fuera."",""Las piernas separadas a una anchura superior a la de los hombros."",""Flexiona las rodillas casi 90º, empujando la cadera hacia atrás, dejando todo el peso en los talones, con un movimiento llamado de “bisagra”, a medida que la mancuerna desciende aproximadamente a la altura de las rodillas, entre las piernas, notando el estiramiento de nuestros músculos isquiosurales."",""Comienza a extender la cadera a medida que las manos ascienden y vuelve en la posición inicial, contrayendo glúteos y activando ligeramente las escápulas con el pecho bien arriba y la posición anatómica natural de toda la columna.""]"
Peso Muerto Asistido con Barra,https://fitcron.com/exercise/peso-muerto-asistido-con-barra-pierna/,https://fitcron.com/wp-content/uploads/2021/04/00741301-Barbell-Rack-Pull_Hips-FIX_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo","Barra Larga, Otro",2,3,"[""De pie con la espalda recta, sujeta la barra con las manos en pronación (palmas hacia atrás) a la anchura de los hombros, activando ligeramente las escápulas y con el pecho fuera."",""Las piernas separadas a la anchura de la cadera."",""Hazlo en una jaula o rack, con apoyo de la barra bajo las rodillas."",""Flexiona las rodillas unos 45º, empujando la cadera hacia atrás, dejando todo el peso en los talones, con un movimiento llamado de “bisagra”, a medida que la barra desciende aproximadamente a la altura de las rodillas, notando el estiramiento de nuestros músculos isquiosurales."",""Comienza a extender la cadera a medida que la barra asciende y vuelve en la posición inicial, contrayendo glúteos y activando ligeramente las escápulas con el pecho bien arriba y la posición anatómica natural de toda la columna.""]"
Peso Muerto con Banda,https://fitcron.com/exercise/peso-muerto-con-banda-pierna/,https://fitcron.com/wp-content/uploads/2021/04/10091301-Band-stiff-leg-deadlift_Hips_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Bandas,1,3,"[""De pie con las piernas separadas a la anchura de los hombros, pisa una banda y agáchate hacia delante con la espalda recta, sacando glúteos."",""Coge los extremos de la banda y ponte en posición erguida, estirando bien el cuerpo en vertical y apretando los glúteos arriba.""]"
Peso Muerto con Bandas,https://fitcron.com/exercise/peso-muerto-con-bandas-pierna/,https://fitcron.com/wp-content/uploads/2021/04/09911301-Band-pull-through_Hips_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Bandas,1,3,"[""De pie con las piernas separadas a la anchura de los hombros, pon las bandas en algún soporte detrás del ti y agáchate hacia delante con la espalda recta, sacando glúteos."",""Coge los extremos de la banda y ponte en posición erguida, estirando bien el cuerpo en vertical y apretando los glúteos arriba.""]"
Peso Muerto con Barra,https://fitcron.com/exercise/peso-muerto-con-barra-pierna/,https://fitcron.com/wp-content/uploads/2021/04/00321301-Barbell-Deadlift_Hips-FIX_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Barra Larga,2,3,"[""De pie con la espalda recta, sujeta la barra con las manos en pronación (palmas hacia atrás) a la anchura de los hombros, activando ligeramente las escápulas y con el pecho fuera."",""Las piernas separadas a la anchura de la cadera."",""Flexiona las rodillas casi 90º, empujando la cadera hacia atrás, dejando todo el peso en los talones, con un movimiento llamado de bisagra, a medida que la barra desciende aproximadamente a la altura de las rodillas, notando el estiramiento de nuestros músculos isquiosurales."",""Comienza a extender la cadera a medida que la barra asciende y vuelve en la posición inicial, contrayendo glúteos y activando ligeramente las escápulas con el pecho bien arriba y la posición anatómica natural de toda la columna.""]"
Peso Muerto con Mancuernas,https://fitcron.com/exercise/peso-muerto-con-mancuernas-pierna/,https://fitcron.com/wp-content/uploads/2021/04/14591301-Dumbbell-Romanian-Deadlift_Hips_720.gif,Fuerza,Pierna,"Glúteo, Aductor, Cuádriceps, Gemelo",Mancuernas,2,3,"[""De pie con la espalda recta, sujeta una mancuerna en cada mano con agarre en pronación (palmas hacia atrás) a la anchura de los hombros, activando ligeramente las escápulas y con el pecho fuera."",""Las piernas separadas a la anchura de la cadera."",""Flexiona las rodillas casi 90º, empujando la cadera hacia atrás, dejando todo el peso en los talones, con un movimiento llamado de “bisagra”, a medida que las mancuernas descienden aproximadamente a la altura de las rodillas, notando el estiramiento de nuestros músculos isquiosurales."",""Comienza a extender la cadera a medida que las manos ascienden y vuelve en la posición inicial, contrayendo glúteos y activando ligeramente las escápulas con el pecho bien arriba y la posición anatómica natural de toda la columna.""]"
